time,row,col,demand
544,4,7,215
428,6,1,0
51,1,0,0
712,6,1,0
367,6,3,7
318,5,5,6
450,4,0,0
326,1,1,0
538,2,0,0
109,2,1,6
75,3,1,0
91,2,2,51
709,6,1,0
204,3,4,101
570,7,1,0
68,3,2,27
404,3,1,0
674,0,4,128
525,6,4,15
670,6,3,63
613,5,0,0
544,6,2,0
249,1,5,0
604,5,7,75
142,0,6,442
447,4,2,0
384,2,1,37
399,1,4,60
408,6,2,0
359,6,7,33
508,5,6,23
248,3,3,5
712,4,0,0
346,7,7,0
633,4,7,0
82,6,4,6
163,0,7,841
440,6,2,0
352,7,6,0
380,7,2,22
243,4,0,0
676,0,1,12
142,0,7,48
103,4,1,0
352,0,6,108
670,5,1,0
540,1,4,65
661,1,7,133
163,4,0,0
255,0,2,50
165,1,2,556
116,5,0,0
259,7,0,0
691,3,3,0
722,4,1,14
418,3,0,0
504,3,5,737
672,2,3,140
664,6,5,31
76,7,6,0
702,1,5,575
491,7,7,0
550,5,4,49
644,1,3,127
179,3,5,7
530,0,2,25
568,5,3,10
64,3,6,380
528,0,7,209
707,2,5,91
281,5,2,0
160,3,1,14
14,7,7,0
397,6,6,11
680,7,3,0
341,2,7,37
181,4,5,19
140,5,6,547
247,3,0,0
102,2,0,0
634,1,4,0
108,3,2,6
76,6,5,4
244,2,3,14
499,4,3,36
130,2,3,59
317,1,4,0
678,5,6,12
586,3,2,0
274,2,0,0
104,5,0,0
583,2,1,0
192,5,1,16
465,3,4,13
246,0,6,0
335,4,1,6
617,5,0,18
148,2,2,0
182,6,0,0
533,1,7,55
712,3,5,0
576,0,7,298
643,6,6,0
516,0,3,53
487,0,0,0
73,1,3,38
448,7,4,13
196,4,5,20
407,1,3,160
676,1,4,66
178,6,4,120
455,5,2,0
61,6,7,21
603,2,6,149
54,1,4,0
566,2,7,100
342,6,4,0
379,1,2,46
255,1,5,80
131,7,1,0
506,4,3,53
18,4,3,77
400,6,6,7
281,4,6,23
131,3,1,13
384,1,3,108
33,4,0,0
383,1,3,92
311,1,0,34
228,0,2,8
416,7,3,0
555,0,2,26
356,2,4,64
51,4,3,6
504,0,7,199
7,5,5,0
313,2,1,0
433,6,6,20
288,3,4,43
704,1,7,203
479,1,3,130
271,2,6,0
65,6,7,171
339,3,3,81
455,5,7,111
140,4,1,11
481,6,2,14
484,2,7,64
332,5,2,16
552,4,5,519
648,0,4,63
508,7,4,9
307,2,7,9
413,3,6,82
233,0,6,34
410,1,7,164
648,3,0,0
567,4,0,0
7,1,1,0
355,6,5,33
377,6,1,0
567,7,7,16
249,3,7,5
494,7,2,0
209,2,3,56
684,0,7,66
378,2,0,0
717,0,5,190
357,7,7,33
517,4,7,67
439,2,6,25
336,7,7,0
636,6,7,11
371,7,2,0
467,6,1,0
546,3,4,104
580,1,4,17
242,0,0,0
328,7,4,0
579,1,6,54
170,2,2,0
547,1,7,209
628,7,2,11
309,7,7,6
148,3,7,4
683,3,3,0
175,6,1,0
20,5,6,194
701,3,1,22
11,5,7,17
730,3,1,45
573,3,2,10
247,5,6,0
190,3,1,7
273,5,7,5
421,6,0,0
121,5,2,0
503,2,6,1209
427,4,7,82
9,0,6,114
149,5,3,0
402,5,3,11
432,5,4,106
133,0,5,163
179,4,5,34
683,6,1,0
490,0,3,0
631,4,7,0
693,4,1,12
720,6,6,104
258,1,2,17
195,2,1,0
373,3,2,28
697,6,1,0
283,3,6,41
684,3,0,21
468,0,3,77
436,3,6,58
603,4,3,75
180,4,7,4
21,5,3,3
21,3,4,51
270,6,1,0
353,4,2,0
318,7,1,0
726,7,1,0
278,6,6,18
173,1,7,7
527,6,4,38
437,0,7,53
364,2,4,35
218,5,4,5
603,5,1,0
289,7,6,49
393,4,0,0
442,3,3,0
713,1,0,0
524,1,7,161
593,4,7,122
402,7,0,0
564,4,0,0
567,7,2,0
650,7,1,0
62,1,6,226
11,6,7,3
99,2,0,0
27,1,6,3
53,2,4,0
48,6,1,0
400,1,1,7
197,4,4,5
582,3,1,0
118,0,7,27
147,3,1,0
50,6,2,0
37,0,2,138
560,6,1,0
426,4,7,125
91,4,7,38
39,2,6,276
20,3,1,5
704,2,3,125
430,5,0,0
340,5,7,17
624,7,3,11
94,5,6,85
247,2,3,5
662,1,3,82
111,2,7,43
652,7,2,0
356,6,4,10
185,2,5,34
519,1,5,342
359,7,1,0
86,4,0,4
722,1,3,368
467,6,7,0
226,5,5,0
462,0,5,34
662,3,4,102
206,0,5,96
286,3,3,84
483,1,4,14
685,4,0,0
521,1,5,205
410,1,4,82
653,5,2,0
159,2,4,98
450,0,1,0
646,4,6,67
70,0,1,9
685,7,1,0
520,1,3,143
146,3,5,7
267,3,0,0
479,0,2,42
262,6,6,5
691,7,7,0
521,1,6,161
501,7,2,0
407,5,5,89
338,5,6,60
19,0,4,270
503,5,4,28
313,2,6,212
708,2,5,56
465,2,1,0
401,1,5,66
684,3,6,33
30,7,5,0
24,2,7,14
428,5,7,51
471,3,5,96
646,4,7,86
280,3,5,52
721,3,5,508
651,6,4,0
246,0,0,0
262,1,3,89
666,6,6,12
645,5,5,67
262,6,0,0
536,3,6,0
187,6,4,12
541,3,4,49
192,2,0,0
569,7,5,16
224,6,6,0
181,2,7,24
604,6,6,18
368,3,0,0
571,0,0,0
486,1,3,22
509,1,7,38
219,3,3,55
35,5,7,75
451,4,4,78
714,4,5,78
666,0,0,39
439,1,0,0
81,6,4,22
504,7,0,0
401,0,3,60
307,1,1,19
527,7,0,0
340,0,7,48
204,7,2,0
464,7,5,0
724,5,1,0
197,2,7,5
368,7,3,0
665,2,3,325
499,7,0,0
676,4,6,66
580,3,1,27
651,7,3,12
721,0,4,118
461,7,5,13
214,3,3,36
103,3,5,0
279,0,6,9
617,6,6,0
477,6,3,8
529,7,7,9
488,4,7,0
453,3,5,66
7,2,0,0
134,2,4,170
492,3,4,45
675,6,3,12
652,3,2,31
626,2,5,134
720,3,4,200
190,0,6,19
349,0,5,44
331,0,3,109
677,4,2,0
257,1,5,53
290,0,5,0
16,4,4,24
663,3,6,114
2,0,4,0
704,2,5,212
344,1,5,0
38,2,6,190
505,7,6,9
165,1,6,1269
112,2,4,29
682,1,7,12
683,6,4,21
259,3,2,14
259,6,1,0
362,7,6,0
9,3,0,0
71,1,6,96
130,7,5,4
646,1,2,97
140,7,7,7
101,0,0,4
261,4,3,36
580,3,3,27
703,1,3,112
641,6,3,11
95,6,6,0
236,1,0,8
480,2,0,0
407,3,4,119
621,2,1,0
671,5,6,122
646,1,3,194
199,6,1,0
409,3,1,12
673,6,5,12
69,4,2,0
378,7,0,0
607,5,3,0
177,5,0,0
439,3,5,40
270,0,1,0
81,0,7,152
250,1,4,0
723,1,1,0
44,4,1,83
730,1,6,82
305,1,0,0
248,0,7,0
242,2,7,31
289,0,1,6
295,0,0,9
90,7,7,41
251,6,7,5
40,6,0,0
126,2,4,7
105,5,2,0
140,1,1,4
242,6,6,9
63,3,7,90
468,4,3,8
724,4,0,0
726,2,1,23
126,5,5,0
536,4,6,0
497,2,5,145
390,2,5,11
433,6,2,8
108,2,6,4
289,3,1,6
359,2,7,125
260,6,0,0
236,6,6,5
563,5,2,0
638,0,2,30
324,3,5,57
229,0,6,8
589,4,5,78
727,0,4,635
639,0,7,37
495,3,4,36
443,1,3,8
390,3,6,41
401,6,2,0
0,5,4,11
80,7,0,0
597,0,6,149
708,2,2,0
201,7,4,0
86,2,7,199
115,4,5,54
24,7,5,0
478,5,2,13
184,3,1,0
674,7,0,0
189,5,2,4
141,1,6,777
149,2,7,0
134,4,0,0
726,1,7,2500
232,3,7,21
137,1,0,0
146,7,0,0
454,0,2,53
713,4,6,0
135,0,2,98
233,1,7,16
293,7,6,43
498,2,3,59
368,5,1,0
488,6,5,0
602,0,5,64
227,7,1,0
692,2,7,0
400,2,2,41
177,3,3,24
364,7,5,7
309,2,3,74
374,2,6,46
413,7,5,19
601,3,2,28
182,5,4,7
563,4,6,0
426,0,7,156
589,6,4,0
454,5,7,53
679,1,7,0
661,7,7,31
509,0,4,29
17,0,0,3
235,2,0,0
317,6,7,0
522,3,3,53
498,4,6,109
563,7,4,0
175,3,4,12
664,3,5,216
33,5,1,0
390,4,7,0
38,2,7,154
570,5,1,84
72,7,1,0
333,1,7,83
495,0,1,22
227,1,2,5
408,0,1,24
44,3,6,1055
409,6,5,43
633,6,0,0
386,4,4,101
578,0,5,149
687,0,4,0
21,1,1,5
450,3,7,40
569,3,1,10
617,1,4,36
636,6,5,37
229,7,0,0
245,7,4,0
711,7,1,0
251,5,2,0
332,1,3,71
584,7,6,0
491,2,6,0
445,7,7,66
586,3,6,10
179,7,1,0
286,7,0,0
403,3,1,18
519,4,4,76
658,5,4,12
430,4,7,118
598,0,7,203
421,3,3,51
280,1,5,32
566,1,3,126
699,7,2,0
60,4,7,66
449,1,6,58
646,1,4,37
717,2,5,268
123,3,1,4
115,2,2,73
466,6,4,0
464,4,3,48
441,2,7,0
629,6,2,0
518,2,6,67
274,7,3,0
661,1,3,172
218,1,6,26
114,5,4,20
707,1,4,56
265,0,2,23
441,6,5,0
66,0,2,24
712,2,4,0
268,4,5,14
318,0,5,10
317,5,7,20
104,1,5,10
497,0,1,14
155,6,6,4
547,6,7,9
395,3,2,0
488,5,0,0
470,0,0,13
537,6,3,0
472,4,3,21
140,3,1,7
42,1,0,0
121,1,5,59
328,5,0,0
68,5,3,6
273,2,2,0
19,5,3,0
524,5,5,123
505,3,3,29
727,7,1,0
153,7,4,7
632,1,3,37
500,3,0,0
431,6,7,7
324,3,7,0
63,5,7,34
494,2,0,0
184,2,1,0
192,0,4,45
547,0,0,49
255,2,2,27
349,5,4,10
187,3,2,0
705,2,4,112
665,0,7,141
298,5,5,0
146,3,0,0
668,7,0,0
136,3,2,70
344,2,1,0
146,4,7,18
448,0,6,45
123,6,0,0
59,4,4,57
316,0,4,32
92,6,0,0
283,5,7,18
523,1,7,61
169,5,3,7
504,6,7,29
281,5,7,18
349,5,1,0
346,0,7,0
468,7,5,21
678,2,6,21
288,3,1,30
124,2,2,7
430,6,1,0
444,0,0,0
696,4,0,0
224,7,2,0
292,6,5,34
128,7,0,0
548,0,5,160
246,7,4,0
225,1,1,0
431,1,3,144
464,6,2,0
73,6,1,0
432,4,4,119
15,7,5,11
202,0,1,0
237,5,7,29
443,1,1,0
406,6,1,0
483,2,5,86
203,4,0,0
212,1,5,174
506,1,2,38
520,5,7,23
527,2,4,137
275,5,6,29
603,0,1,11
359,2,0,10
662,0,7,294
639,7,7,11
642,2,6,175
24,5,0,0
78,7,1,0
195,4,2,0
449,1,0,0
517,7,6,9
458,0,7,69
160,7,6,0
5,7,2,0
606,6,7,0
11,0,6,208
654,5,6,0
306,5,0,0
48,3,0,0
624,2,5,146
291,6,1,0
608,2,5,11
236,4,7,21
515,4,5,0
409,2,1,7
47,2,7,20
618,0,5,92
615,0,3,28
403,5,7,11
616,3,4,18
392,3,1,0
585,7,4,0
50,4,3,226
311,7,5,30
28,7,6,0
245,0,0,0
50,5,6,3
276,7,2,0
180,4,2,0
116,6,5,6
593,3,2,10
602,4,6,167
420,4,2,0
304,6,7,6
303,1,2,34
650,4,1,31
62,2,1,3
279,3,0,0
147,6,1,0
273,1,1,0
642,6,6,11
196,1,1,0
509,4,7,29
546,0,6,160
602,3,6,139
546,2,7,120
408,4,5,212
82,4,0,0
297,6,1,0
78,0,0,0
461,4,4,48
168,6,7,4
565,1,3,310
503,7,7,28
120,3,7,28
268,4,6,14
646,7,5,11
487,5,5,14
154,4,7,329
148,1,4,0
37,4,7,34
30,6,6,3
199,7,7,0
289,3,3,43
367,0,6,7
164,3,3,146
683,6,7,0
219,3,0,0
147,7,5,11
89,6,0,0
440,6,7,20
489,2,2,0
146,0,7,14
466,3,1,0
240,0,2,14
294,1,2,19
542,4,3,9
321,3,0,0
91,7,2,0
221,0,0,0
197,1,3,8
296,5,6,0
206,1,3,65
267,5,6,65
728,3,2,200
373,7,2,0
206,4,4,169
131,2,7,105
559,2,0,0
680,6,0,0
483,4,7,8
17,4,5,87
303,5,0,0
284,1,2,5
100,0,4,37
456,7,1,0
11,1,0,0
538,3,7,0
230,6,5,16
626,3,3,60
128,1,0,0
656,1,4,0
480,0,5,521
175,6,6,0
582,3,3,61
125,1,7,0
307,7,0,0
278,3,4,23
673,2,6,428
386,0,2,0
584,4,7,0
392,3,2,0
49,1,0,0
194,3,0,0
121,5,3,48
458,4,3,111
335,1,3,77
692,7,3,0
200,6,7,0
103,3,4,6
535,0,3,25
373,5,0,0
252,2,4,53
601,5,3,11
2,6,1,0
434,6,5,66
201,5,0,0
690,1,3,0
268,1,2,5
232,6,5,5
463,7,0,0
374,5,7,120
98,0,5,6
505,4,3,67
351,7,2,0
39,1,5,224
84,6,0,0
292,7,6,19
654,5,2,0
701,4,5,540
625,4,0,0
582,4,2,10
502,1,0,14
621,5,3,18
107,4,0,0
435,2,3,111
551,1,6,878
599,6,2,17
24,1,5,34
66,0,5,798
483,2,2,0
152,0,7,4
210,5,4,28
470,4,0,0
269,2,0,0
671,6,7,39
703,5,2,0
720,7,0,0
227,3,6,0
183,0,6,24
397,1,6,83
349,5,5,44
614,0,0,18
570,2,7,58
664,5,5,153
358,5,5,195
404,6,1,0
487,3,6,8
79,5,0,0
572,4,0,0
428,0,3,31
384,3,7,30
216,7,0,0
272,0,1,0
357,3,3,114
70,2,1,0
11,6,6,11
144,4,1,4
53,3,1,0
159,6,1,0
432,6,3,13
584,5,5,10
79,5,4,0
76,0,5,4
4,0,6,0
18,5,1,3
360,0,7,404
52,2,5,3
629,4,3,175
570,1,3,293
435,3,3,58
716,1,2,69
599,4,2,0
410,5,1,0
689,3,2,0
3,3,4,0
531,4,5,135
506,5,5,53
205,1,1,5
708,6,0,0
715,7,2,0
420,2,6,39
563,7,3,0
192,5,5,16
270,6,6,5
570,3,2,10
629,4,1,0
250,0,2,9
719,6,5,0
334,4,5,180
157,7,0,0
309,5,2,0
615,6,2,11
229,2,4,5
360,6,0,0
393,2,5,7
582,4,7,17
611,2,5,36
398,2,2,78
207,7,4,0
465,7,6,0
678,4,1,0
158,7,3,263
357,3,0,6
350,0,4,37
150,1,3,4
552,1,2,68
155,6,1,0
705,1,1,13
104,3,3,10
321,6,2,0
396,6,3,23
560,2,3,0
608,0,5,11
238,3,3,42
87,2,6,980
312,7,4,0
119,5,2,4
17,5,1,0
62,3,0,12
272,4,6,5
208,0,4,33
560,7,2,0
620,1,2,46
289,6,6,83
195,0,5,20
631,0,4,30
236,3,0,0
389,3,1,0
698,7,5,0
494,6,2,0
61,2,2,30
496,6,3,0
613,6,2,0
67,5,7,385
629,2,3,97
507,3,2,0
253,7,4,5
289,3,4,30
342,2,5,0
518,0,2,205
520,6,0,0
378,3,1,11
619,0,5,28
16,1,7,114
349,4,1,6
628,5,6,19
132,1,0,0
3,4,5,0
491,7,5,0
378,0,1,11
197,6,3,0
330,2,1,16
677,6,5,21
277,5,7,38
183,1,2,15
98,1,4,4
155,6,7,23
151,6,5,0
553,5,6,52
696,2,7,147
198,3,4,5
240,0,5,39
95,1,3,98
522,0,1,9
49,4,0,0
235,5,6,16
533,2,5,31
185,6,2,0
521,3,7,23
591,7,7,0
272,0,4,0
573,4,0,0
184,1,3,15
582,7,5,0
251,6,2,0
20,1,4,38
493,1,5,334
492,0,1,0
109,0,1,4
404,7,5,0
80,5,2,0
189,4,4,15
399,5,4,60
236,2,6,64
604,2,2,103
157,3,2,7
266,0,0,5
665,7,5,39
537,6,7,0
528,5,7,31
218,4,2,0
153,6,0,0
311,5,1,0
47,0,5,18
222,3,7,5
42,3,3,66
566,3,6,177
174,7,2,0
625,4,4,213
242,7,5,5
574,2,2,94
326,6,5,51
78,1,7,4
45,6,4,9
558,4,1,0
30,6,0,0
636,5,7,11
220,1,7,5
420,3,6,7
224,3,1,0
169,5,7,15
641,6,7,0
674,2,6,354
445,7,4,0
701,7,7,0
81,0,2,28
44,5,7,315
467,0,4,21
149,4,0,0
269,4,5,14
562,5,6,0
68,2,1,0
720,1,3,200
505,1,0,0
3,5,1,0
716,1,4,182
671,4,7,122
380,4,4,74
614,3,6,82
487,4,2,0
197,1,2,8
283,5,6,0
40,6,5,9
5,4,2,0
261,7,3,14
394,5,7,0
686,4,2,0
266,0,3,23
195,5,1,0
27,1,4,3
541,7,5,0
1,7,4,0
11,0,4,188
14,7,2,0
654,4,6,31
2,6,6,0
410,7,5,7
666,4,6,184
695,3,7,66
185,7,1,0
633,3,5,11
510,2,1,0
253,0,1,0
312,0,6,505
240,7,4,0
649,2,3,141
469,2,4,130
84,5,7,158
312,5,7,71
259,4,2,0
305,0,0,6
231,4,3,26
708,1,1,13
91,2,5,193
392,0,7,11
93,0,0,10
371,4,4,7
68,0,3,418
653,4,6,63
563,7,6,10
684,5,0,0
99,6,1,0
468,1,4,13
270,4,4,9
145,2,2,14
70,0,6,666
388,2,3,30
75,7,6,0
251,0,2,31
247,4,4,5
404,5,5,96
608,4,6,0
249,0,3,0
49,2,2,9
41,0,5,301
318,2,2,16
116,4,1,0
602,2,5,139
236,5,6,5
542,6,1,0
557,7,1,0
520,1,4,53
100,2,7,13
220,2,6,29
154,5,5,69
419,6,0,0
655,2,0,0
490,1,0,0
555,6,4,32
40,3,1,11
448,2,5,58
647,0,5,86
438,0,6,25
635,3,1,0
226,6,4,0
366,1,3,17
228,3,3,13
236,7,7,8
280,2,4,14
201,0,0,0
457,7,4,0
108,0,4,17
163,1,7,402
360,4,7,39
507,4,2,0
176,3,3,84
8,2,2,22
641,4,3,30
37,2,2,97
632,5,3,0
422,1,5,101
731,4,5,340
415,7,7,0
341,7,4,0
227,5,7,0
559,1,3,10
196,3,7,12
164,5,2,11
360,5,4,39
433,5,1,0
44,5,4,6
386,6,6,11
385,6,0,0
409,5,0,0
255,6,1,0
195,7,3,0
6,0,5,0
82,0,3,304
245,2,3,14
188,5,7,38
559,4,6,16
416,6,6,0
494,5,4,72
319,7,3,0
434,2,2,91
639,6,4,30
474,0,4,90
206,7,0,0
365,1,0,0
113,3,6,46
22,3,6,114
280,5,5,23
305,7,5,0
699,1,2,246
661,7,4,31
484,2,6,109
598,6,5,115
385,2,4,78
29,3,4,0
486,7,6,0
93,2,1,4
39,3,0,3
87,2,5,470
309,7,3,0
504,0,0,9
541,0,1,25
663,7,1,12
455,7,1,0
336,5,1,27
129,6,2,0
268,2,7,9
164,3,1,7
480,1,5,245
693,2,4,300
287,4,7,38
183,3,5,31
487,2,4,14
529,7,0,0
689,6,1,0
239,0,0,0
533,4,1,0
335,7,7,16
423,2,1,0
723,7,2,0
499,7,2,0
96,6,1,4
511,2,5,0
150,3,7,4
33,7,1,0
413,2,3,24
19,0,5,642
677,3,7,21
537,3,7,0
424,6,5,31
600,1,7,128
720,5,5,118
260,5,2,22
173,6,5,0
405,5,5,78
263,4,3,62
476,4,0,0
360,0,4,114
716,2,0,0
636,4,1,11
86,0,2,85
715,7,5,13
242,0,1,5
684,7,0,0
591,7,5,17
456,7,0,0
355,1,5,114
628,3,6,127
155,3,0,11
51,7,5,3
250,6,7,0
655,0,0,0
101,0,2,0
369,1,6,0
29,6,3,0
333,7,2,0
51,7,3,0
276,7,0,0
59,2,1,0
590,0,3,176
160,0,3,59
388,7,6,7
626,1,7,116
665,3,6,172
416,3,7,7
147,7,1,0
328,2,2,16
288,7,3,6
653,1,4,31
522,2,2,99
95,2,5,38
352,5,7,21
473,5,4,61
55,4,2,0
133,4,6,98
133,7,7,0
123,7,6,0
316,5,1,0
49,5,7,42
285,3,6,52
253,0,2,9
398,3,2,7
82,6,3,0
398,0,6,89
43,0,0,29
329,5,7,16
392,0,5,0
438,3,3,13
394,0,2,0
628,3,4,37
113,4,6,56
529,0,4,184
550,0,5,264
513,2,5,9
377,5,4,50
559,4,2,116
667,4,5,141
519,1,3,129
643,5,4,37
350,4,0,0
471,4,3,0
651,7,5,31
553,6,3,0
471,5,4,69
10,7,5,3
616,7,0,0
725,5,0,0
380,0,2,57
10,2,1,0
91,4,6,233
548,5,4,15
347,2,1,0
274,0,4,0
73,4,0,6
475,5,1,0
151,4,5,0
703,3,3,43
75,6,0,0
76,1,3,0
300,0,1,9
84,3,3,98
257,6,4,17
453,1,5,45
393,0,3,0
406,5,4,78
221,5,5,47
625,2,1,0
722,5,6,921
216,1,1,5
280,2,7,29
460,2,6,111
101,4,1,0
669,5,7,141
370,6,4,0
573,1,6,435
312,2,7,71
506,1,1,0
316,7,4,10
303,1,0,0
392,2,6,0
231,5,4,0
474,2,6,186
666,3,1,20
607,3,6,57
190,5,6,19
62,7,4,3
51,3,1,3
106,1,2,13
308,4,2,0
71,5,2,12
168,0,1,7
290,1,4,0
107,6,1,0
110,6,7,6
603,2,5,196
243,3,5,50
540,2,6,0
421,1,4,19
717,5,5,134
16,6,1,0
633,4,5,0
348,3,1,0
660,3,7,12
220,5,5,13
152,3,6,128
150,1,2,0
292,0,0,0
100,3,0,0
516,1,2,38
111,3,0,0
460,6,0,0
235,7,7,13
627,5,0,0
209,5,6,217
282,0,3,29
307,3,0,15
219,4,4,16
387,5,6,18
667,0,1,0
629,3,6,78
314,5,5,42
345,1,6,10
117,1,4,17
379,1,7,107
60,0,4,135
709,3,0,0
25,5,7,6
414,5,5,7
150,2,3,0
511,6,0,0
91,0,4,73
676,2,1,12
152,0,1,7
281,1,1,0
448,5,0,0
449,4,3,91
522,4,2,29
105,2,1,23
105,4,5,20
400,2,7,156
561,7,7,0
439,7,1,0
446,6,4,0
269,2,4,5
297,0,1,0
292,0,1,6
459,5,1,13
85,3,3,95
67,1,7,779
22,1,5,71
594,0,6,237
718,3,1,22
174,1,6,0
450,3,2,8
63,1,7,171
192,6,0,0
683,1,1,0
639,5,5,49
336,3,4,102
399,3,4,108
282,7,3,0
580,2,6,264
704,4,7,56
690,5,0,0
388,5,6,11
614,1,2,36
99,0,4,0
729,0,3,104
165,5,1,14
214,0,1,12
571,5,5,261
266,7,4,23
632,6,3,19
398,1,4,37
495,0,3,100
54,4,3,0
189,5,1,0
70,4,5,160
259,5,7,22
729,3,6,1144
260,5,6,250
731,1,5,154
642,7,5,11
178,7,2,0
255,5,2,0
88,4,1,10
625,4,2,0
9,7,4,3
567,1,4,116
272,1,0,0
513,2,2,9
491,2,7,0
664,7,7,0
14,4,0,0
367,3,0,0
681,2,2,0
637,3,1,30
152,2,5,18
124,3,7,0
664,3,0,0
169,6,6,4
515,3,0,0
654,0,6,51
398,5,0,0
145,0,5,37
478,7,4,21
365,5,3,0
125,0,5,0
575,6,6,42
657,0,7,20
714,4,1,22
309,3,0,0
181,7,7,4
290,2,2,0
270,5,3,0
100,6,3,0
499,4,0,8
27,3,4,3
473,2,3,125
295,1,4,0
512,4,1,0
390,0,4,18
150,4,1,0
22,3,7,22
521,6,7,0
649,3,0,12
648,6,1,0
161,5,6,608
56,0,2,115
487,7,0,0
336,6,2,0
141,2,7,48
256,0,3,62
41,7,6,0
555,1,6,135
673,3,0,0
19,7,6,79
29,0,0,0
262,1,0,5
269,1,6,0
468,1,3,34
385,6,3,11
5,2,1,0
72,0,1,0
478,1,2,77
323,3,0,0
723,2,3,250
329,2,4,135
131,1,0,0
370,1,3,0
546,0,2,49
355,4,3,37
635,1,6,19
338,3,7,33
323,7,1,0
481,7,4,0
536,4,4,0
405,4,1,23
387,0,5,119
170,7,6,0
160,3,3,69
525,6,6,23
183,0,2,7
103,7,1,0
78,5,2,0
98,2,6,17
79,0,2,0
241,7,0,0
704,7,5,22
444,0,3,20
305,3,5,104
526,1,7,176
320,4,4,10
177,0,0,0
687,2,7,0
64,4,7,60
345,2,6,6
572,3,3,177
117,7,1,0
319,1,3,0
297,3,5,40
360,1,0,7
675,4,3,107
332,0,0,10
582,0,5,10
351,5,3,395
533,3,7,49
20,4,1,24
66,2,5,1042
320,3,6,6
369,0,0,0
400,4,6,78
12,4,4,85
714,7,6,0
389,5,5,41
285,1,5,38
501,4,6,624
310,4,3,98
284,7,4,5
314,0,3,61
467,0,3,8
438,6,6,0
210,7,7,5
370,4,4,11
494,5,2,0
613,3,7,18
137,4,4,42
102,4,6,0
453,3,4,91
497,0,4,81
94,7,5,0
139,4,4,21
521,6,1,0
440,1,5,0
216,0,2,26
283,0,6,14
487,1,3,0
615,7,7,11
480,5,5,153
12,3,2,3
460,0,6,82
421,4,0,0
359,0,7,195
459,3,4,77
354,0,5,81
268,2,1,0
168,4,6,24
53,5,3,0
577,0,4,61
638,3,0,0
269,7,3,0
299,6,4,6
698,3,7,112
525,6,5,53
603,4,1,18
169,4,6,7
499,2,7,59
399,2,3,309
398,4,5,41
43,6,4,20
440,3,7,8
376,6,4,7
502,2,3,117
731,2,7,154
200,2,1,0
293,5,4,0
133,2,5,115
205,4,0,0
725,2,2,177
527,1,7,152
306,0,1,0
618,0,1,11
217,6,4,0
697,5,7,99
161,6,0,0
102,5,0,0
454,1,5,33
590,6,7,10
234,6,5,16
327,6,2,0
341,2,5,48
127,0,6,0
340,4,3,108
320,0,3,0
585,6,6,0
4,3,5,0
35,7,4,0
71,6,1,0
584,6,1,0
494,3,0,0
140,2,0,0
48,3,2,12
695,0,3,202
695,3,4,119
330,5,5,67
2,5,6,0
241,3,1,9
279,0,5,23
372,7,1,0
339,7,5,10
677,6,2,0
698,0,2,69
412,6,4,12
363,7,7,7
306,7,7,55
464,7,6,0
237,6,4,13
707,7,5,13
381,4,0,0
138,1,6,697
645,4,4,127
405,2,3,215
187,3,1,19
628,4,3,164
464,5,2,0
207,0,6,88
69,7,7,19
599,3,5,264
90,3,2,10
519,4,1,15
523,7,4,0
265,7,3,0
22,7,0,0
305,5,7,15
51,3,0,0
727,3,7,626
110,5,2,0
675,3,5,375
341,0,3,37
238,2,2,26
547,0,7,151
222,4,2,0
362,7,2,0
80,2,2,6
6,0,6,0
454,1,2,33
150,6,2,0
117,7,5,13
43,3,3,40
496,1,1,8
352,3,5,152
483,0,2,22
75,1,1,0
80,4,5,4
24,7,1,0
616,6,2,11
47,0,4,37
353,6,6,6
541,4,5,71
614,3,1,11
140,1,4,66
442,6,7,0
457,1,7,90
287,4,5,56
154,1,1,0
533,0,0,9
62,6,5,12
394,1,1,0
495,4,3,59
337,6,0,0
351,1,1,10
416,7,7,0
678,6,6,0
585,1,3,10
364,2,0,0
396,0,1,0
611,6,1,0
204,5,6,214
518,5,3,0
723,7,6,0
711,4,7,0
580,1,3,105
445,4,3,8
701,4,6,1370
259,2,4,58
730,4,1,36
643,3,0,0
550,5,1,0
208,4,6,126
381,0,2,22
3,0,4,0
72,0,3,38
206,5,7,73
35,2,1,9
292,3,1,6
490,6,2,0
134,4,2,0
217,2,5,37
696,6,3,0
572,1,3,168
431,6,5,31
441,5,7,0
285,3,3,61
325,4,4,16
349,5,0,0
391,5,1,0
295,7,1,0
267,0,1,5
652,3,7,51
648,3,2,39
470,4,7,27
622,2,4,92
568,4,2,0
15,3,7,90
29,0,2,0
679,1,0,0
444,5,4,0
508,6,7,9
180,5,7,7
475,3,4,146
11,2,3,246
156,2,3,169
695,5,3,12
725,5,3,23
443,5,0,0
468,6,1,0
47,3,2,0
533,0,2,49
632,5,0,0
413,5,5,63
389,3,7,18
21,1,6,734
634,1,0,0
51,0,1,0
693,2,3,375
506,0,6,295
423,5,6,0
551,2,3,89
602,2,2,36
589,2,5,61
523,3,2,0
173,3,2,15
362,1,2,28
298,5,3,0
603,6,0,0
699,1,4,35
155,4,5,59
616,5,7,46
116,3,5,89
493,3,0,0
189,7,1,0
290,7,4,0
138,3,1,35
568,6,5,32
529,5,7,55
273,5,6,0
719,3,0,0
688,3,5,128
117,1,2,50
243,2,2,17
473,4,1,21
252,6,7,17
225,1,2,0
198,4,2,0
615,3,6,92
359,5,6,195
